Site,Stars,URL
Riverside Women's Clinic,4.4,https://www.google.com/maps/place/Riverside+Women's+Clinic/@41.346664,-88.840761,16z/data=!4m6!3m5!1s0x880955491f2d224b:0x5562dc6e85b4b1c5!8m2!3d41.3466641!4d-88.8407614!16s%2Fg%2F11ghf9zylp
White Oak Women's Clinic,4.3,https://www.google.com/maps/place/White+Oak+Women's+Clinic/@41.767186,-89.688929,16z/data=!4m8!3m7!1s0x8809b653495a8e5b:0xc5a66278c423f60b!8m2!3d41.7671859!4d-89.6889292!9m1!1b1!16s%2Fg%2F11b6gc778m
